"user_id","company","52.3099906","4.9409485"
"11224396","TAB Worldmedia | TweepsAround.com & AugmentedMEX.com","52.3607924","4.8716872"
"5854525","none"
"27509342","none"
"42926952","none"
"9296223","none"
"64608532","The Accessibility Foundation"
"4482541","Eight Media"
"50195182","none"
"3003484","none"
"18690711","none"
"26318952","Webtechnology","51.4548103","5.4766759"
"42583032","AutoUncle.com"
"19591841","none"
"25859972","Virtual Affairs","52.3348463","4.9211265"
"20278401","SellAnApp.com"
"12183418","none"
"20177071","none"
"25289682","none"
"27600582","none"
"9829023","none"
"42999852","none"
"29432162","Sogeti","53.189146","6.5492067"
"13981387","none"
"19915341","none"
"26618472","none"
"54187252","none"
"64866452","none"
"24952692","Infohubble.com"
"4154993","none"
"12411329","none"
"9252100","none"
"62072332","LabelA"
"27139802","Games for Health Europe","51.4902182","5.6646945"
"40939752","none"
"43612862","E.novation","51.9131626","4.5413349"
"68672162","Inedo | The Daily WTF"
"34911622","none"
"13021812","none"
"27019072","none"
"39523772","none"
"39472492","das a&o UG","51.7704338","4.0684249"
"28788902","DRiM","52.3702157","4.8951679"
"29159542","none"
"42983552","none"
"68719232","none"
"12292969","Zwapp"
"65585432","none"
"28519362","none"
"62989492","none"
"14444279","none"
"14005625","none"
"8497252","none"
"22893621","FencingFleas"
"41658532","none"
"21069001","Egeniq.com"
"26692042","none"
"6635248","VIRVIE | PRSNNL","52.250038","6.1458168"
"63581802","none"
"11620296","Mobtzu","52.3099906","4.9409485"
"27979642","none"
"68895082","none"
"12680059","none"
"47275502","none"
"29609212","none"
"40779612","none"
"10402672","none"
"34914702","none"
"8538996","Clearly.nl"
"53175182","none"
"27406672","none"
"10171997","AppFellas","52.3770508","4.860449"
"14659651","soocial"
"61375352","none"
"21756801","ING Bank"
"10307018","Resn","52.3629809","4.8917959"
"45991312","none"
"66457232","none"
"38265372","none"
"13418459","none"
"21501611","none"
"40889622","none"
"6472547","none"
"45583092","none"
"62339752","Service2Media","52.2193048","6.8958591"
"14770861","none"
"13427310","none"
"20179111","none"
"66439262","none"
"61153342","SoftLayer","52.3328554","4.9194493"
"5577710","none"
"7867017","none"
"12175021","none"
"13264620","none"
"10900592","none"
"15689811","none"
"29611122","amsterdam inbusiness"
"19349451","none"
"12811290","none"
"48536402","none"
"43708502","none"
"4175900","none"
"12978769","none"
"13419539","Resn","52.3629809","4.8917959"
"66085722","none"
"9275413","Tribal DDB Amsterdam","52.3179693","4.8822177"
"56468182","none"
"21049211","none"
"26461912","none"
"18068321","none"
"13776703","none"
"33178392","none"
"53529012","none"
"12611572","none"
"11102353","none"
"29318662","none"
"14152233","none"
"13047973","none"
"13529582","none"
"11363787","UvA","52.3622565","4.9114868"
"14262145","none"
"8635438","none"
"25301142","none"
"29871272","DBH Nederland","53.2111608","6.5984642"
"63119452","none"
"8500403","Elasticbrand","52.3934687","4.9139735"
"8627337","none"
"7855143","none"
"46045772","The Hague Sustainable Studios"
"25303042","Rietveld Landscape","52.3862366","4.8919871"
"7319837","none"
"21781601","none"
"15053361","none"
"14809791","none"
"66697272","none"
"54787832","I&DT","53.1642989","6.787085"
"31225992","none"
"33284892","none"
"37840102","none"
"13571418","none"
"55498092","none"
"31022122","none"
"12786918","yuru.nl"
"6436313","TMG","52.2814099","4.8435933"
"9735446","none"
"4258775","none"
"32486972","none"
"34912072","ThirdSight","52.376269","4.8871915"
"13905071","none"
"13799694","Xebia","52.2113781","5.1822725"
"24059202","none"
"11187616","none"
"50379922","none"
"27779742","KLM","52.3063468","4.8464166"
"4880647","aFrogleap","52.3570916","4.840391"
"20682521","none"
"6312110","ppdesigner"
"37590682","AppMakelaar","52.3733347","4.8637223"
"19867521","none"
"36787902","Toogethr","52.2133927","4.4303142"
"12761540","Het Beeldbedrijf","52.3795649","4.8828089"
"4976620","none"
"4207159","none"
"63754842","none"
"11118670","none"
"24472012","none"
"47192302","Freelas.net","52.3904179","4.8839488"
"29705392","none"
"37307552","Rabobank"
"21767731","Virtual Affairs","52.3348463","4.9211265"
"27560532","Stylishmedia","52.0735037","4.332543"
"14204874","The Mobile Company","51.8180534","4.6993212"
"29043902","none"
"11773982","none"
"31523992","none"
"8761185","none"
"32878642","none"
"41998572","none"
"3945775","none"
"51273972","none"
"4862358","none"
"53409892","none"
"16930491","none"
"11425375","Atlassian","52.3700594","4.8850032"
"39993652","none"
"44290942","KLM","52.3063468","4.8464166"
"43659192","none"
"43381462","Mendix","51.9048345","4.4574537"
"43603232","Innovattic","51.9910846","4.3889918"
"64637182","none"
"12062118","Shift F5","52.2988993","4.8500796"
"33506102","none"
"12179855","none"
"13751941","none"
"4520280","Layar","52.3702157","4.8951679"
"37721552","Itude","52.0608252","5.2088755"
"10826361","Desk.nl"
"20935961","Microsoft Netherlands","52.3862797","4.8327606"
"28231242","none"
"21978491","none"
"12347186","Girl Geek Dinners Brescia | Gummy Industries"
"10568168","none"
"15796971","none"
"11702696","none"
"10050142"," NY","51.7431663","4.4502416"
"67426502","none"
"7753402","Achmea","52.1785927","5.9636628"
"23054591","Gillz","52.1299358","4.6449443"
"6701842","none"
"11699845","Automotive Navigation Data","51.9109146","4.4762231"
"49773542","Big Nerd Ranch Europe"
"43154802","none"
"19593371","none"
"27805022","Galaxy Tab"
"13842074","Sixpack","52.3573446","4.9908139"
"13264575","AppSalad","52.0004521","5.4521646"
"35205262","none"
"27776672","none"
"52070612","Danger Cove","51.9251534","4.4742483"
"7413516","none"
"60706682","3dhubs"
"14529429","Studio Geenen","52.350602","4.8325458"
"4187622","Nieuwe Code | Lable A","51.9152398","5.8676634"
"41097742","none"
"10834343","none"
"1133509","none"
"11774235","none"
"59025522","none"
"5159092","none"
"32560742","none"
"66054162","3D Hubs"
"13264538","User Intelligence","52.3715539","4.8818549"
"8833874","none"
"51148632","none"
"24560922","none"
"42672182","none"
"26571832","AI Applied","52.4482312","4.8426506"
"27112502","Noodlewerk B.V."
"10481033","none"
"11124705","Resn Amsterdam"
"12810589","none"
"39187872","none"
"6616560","Rijkswaterstaat","52.0182455","6.1320982"
"36576402","none"
"61950172","none"
"28944632","none"
"36845942"," Deloitte's Global"
"34933562","none"
"48098272","none"
"8873590","Apps For The Planet | Combustic"
"7415406","none"
"16475211","Ubisoft | Fantactic"
"11719412","none"
"41304652","none"
"22203871","none"
"13272700","none"
"11151828","none"
"1478742","none"
"41885912","none"
"11830550","none"
"38543632","none"
"10300339","none"
"11385723","Scrap Connection B.V."
"29792142","none"
"4201013","Logica","52.3210059","4.8809338"
"9058668","none"
"36973772","Atlassian","52.3700594","4.8850032"
"43493292","none"
"18084771","none"
"8597287","none"
"21777541","none"
"14538338","none"
"29743912","Vodafone","50.8427294","5.7024002"
"13946841","none"
"42185092","iloveyoutool"
"31228852","Waag Society","52.3730585","4.9001373"
"7775150","Cloud9 IDE","52.3702157","4.8951679"
"24090022","none"
"13980174","none"
"62221172","none"
"65013742","none"
"5802132","Imation","52.290344","4.7086662"
"40783072","Us Media"
"11970106","Hyves","52.3599731","4.8981376"
"38378162","Thirdsight.co"
"55365582","Vectory Studios"
"19455701","none"
"11206647","appnormal","52.3093851","6.9301736"
"7754397","Newcope"
"57479992","none"
"28867102","Isobar NL"
"48094352","Vungle"
"42672962","none"
"5015245","none"
"32321102","Amsterdam Gentlemen","52.4899226","4.9331045"
"6700310","Info.nl","52.3648805","4.8831521"
"34067652","Waarvandaan","51.582675","4.7742432"
"14492831","Brightstar Software"
"26507832","none"
"68889582","none"
"11432056","none"
"20494111","none"
"8012968","Party with a Local","52.3727641","4.8520124"
"21428921","IceMobile","52.3326217","4.889108"
"11004954","none"
"24558512","Nationale Beeldbank","52.370971","4.8945766"
"36672","none"
"23648011","none"
"21671931","none"
"41280932","none"
"10588028","someotherbean"
"60432352","none"
"34103612","none"
"6595380","none"
"34911962","none"
"61427812","none"
"9037138","Peers.me"
"12848765","none"
"55316332","none"
"52098032","none"
"12562983","none"
"12223326","TranscribeMe"
"13850110","none"
"29871112","none"
"7432231","none"
"7746788","none"
"23614391","none"
"12753663","none"
"35392142","Hyves","52.3599731","4.8981376"
"9127172","Spaaza","52.3754005","4.8810897"
"12891571","none"
"38404572","none"
"30527012","none"
"34263862","VanBerlo","51.4281712","5.4460895"
"12210124","Mendix","51.9048345","4.4574537"
"4176752","none"
"43049312","Cupitar","52.0556013","4.3472172"
"34911672","none"
"40241312","none"
"57853852","OpenLabel"
"42481592","AssistiveWare","52.3712738","4.8775729"
"8137562","none"
"32218682","none"
"47077102","none"
"44201852","none"
"14360936","none"
"22253101","none"
"20906351","none"
"56982082","MobullSoft"
"67537332","none"
"62080652","Glimworm","52.3592899","4.8894692"
"12118068","Mocreate"
"4119767","Samsung Electronics Benelux","52.0139757","4.376774"
"29550622","none"
"13441129","none"
"31764032","none"
"52171932","The Next Web","52.3702157","4.8951679"
"68173862","none"
"10769588","Twoppy","52.1130893","5.4045176"
"50070482","Eigenta","52.3448484","4.8754505"
"13598899","none"
"11479768","Radboud REshape Healthcare and Innovation Centre"
"10818756","none"
"37899642","none"
"14633658","none"
"40567482","MobPro"
"41333702","none"
"14413104","Obvious Matter","52.3679562","5.2477339"
"43496822","none"
"9817306","none"
"28834712","none"
"13980076","none"
"59936072","none"
"14409992","none"
"19828191","none"
"7957073","Mobtest"
"24179822","none"
"12943425","none"
"4133421","Layar","52.3702157","4.8951679"
"46802212","Yunoo (AFAS Personal)","52.1434829","5.418839"
"7967954","none"
"21773641","Start-up Plot"
"21706651","DPid.nl"
"39844762","none"
"31180922","none"
"55144502","none"
"25903272","none"
"9582318","DollarApp | iOSDevCamp"
"31728872","none"
"5117983","none"
"13234504","Startup Weekend | Wakoopa","53.1984429","6.5660635"
"62068232","Wrap The Gift","52.3651748","4.9360624"
"12784168","none"
"62348212","none"
"8213072","none"
"27729192","Eugene","50.8651923","5.8311558"
"20993591","The Mental Faculty","52.2976214","4.858611"
"12392067","none"
"13577996","none"
"11483393","none"
"13767740","none"
"34735632","none"
"49303072","none"
"5573287","none"
"11278334","Pachube"
"46089522","none"
"24007002","none"
"2509686","none"
"21757531","IceMobile","52.3326217","4.889108"
"43488872","none"
"49550362","Mobile Professionals","52.5898401","4.7125682"
"35211552","Rockyard","53.0188463","6.591766"
"8752867","none"
"25905382","none"
"8529676","none"
"4942090","none"
"28963812","none"
"13333626","none"
"37840942","none"
"43803642","M2Mobi","52.3713221","4.8868724"
"57034812","none"
"41172822","All-Is-One Consultancy Amsterdam"
"44612232","ThirdSight","52.376269","4.8871915"
"11932341","none"
"17090741","none"
"21078521","fngtps"
"8837053","none"
"19589781","none"
"64012412","none"
"8150590","Butterfly Works","52.3991862","4.8916073"
"66424872","KNMI","52.1016272","5.1787189"
"20321331","none"
"21762051","Hyves","52.3599731","4.8981376"
"34853052","Codelle | BarTune","53.2234968","6.5854784"
"12179808","none"
"8836418","none"
"14891661","none"
"66197292","SoftLayer","52.3328554","4.9194493"
"23271811","Monotone Studio","52.0814405","4.3005226"
"24085472","none"
"28902402","none"
"8706864","Gravity Mobile"
"62576202","none"
"22455851","none"
"50993212","none"
"27204882","Sping","52.017788","4.3530257"
"14294233","none"
"12137621","none"
"9758182","none"
"21170671","none"
"27051002","none"
"24563232","none"
"24301342","Rietveld Landscape","52.3862366","4.8919871"
"11357834","none"
"40683832","none"
"29740042","none"
"29734622","Strawberries | DutchTag","52.3819362","4.8952663"
"30258832","none"
"57163732","De Monsters","52.3771924","4.9387158"
"31956732","none"
"60017472","Imtech Industry International B.V"
"40612372","none"
"11965303","none"
"32114702","none"
"8531915","none"
"9811805","none"
"7000626","none"
"324653","none"
"14275071","none"
"7398132","Medco Celesio BV"
"23790282","none"
"9915830","none"
"11272737","Skitsanos Inc"
"42332742","none"
"31304542","Klender","52.3770508","4.860449"
"64009512","none"
"18747051","none"
"12393604","gummyindustries"
"29807042","none"
"66328412","Dealroo"
"28686022","none"
"7963636","Contrail","52.3702157","4.8951679"
"35005612","M2Mobi","52.3713221","4.8868724"
"10076637","RoR","52.5030638","5.4959233"
"13006110","Coworking spaces | letmelinkyou.com"
"6538171","none"
"59353722","none"
"45826052","The Big Nerd Ranch | Agbo.biz"
"21656541","ogilvy Amsterdam","52.3396601","4.8443774"
"34683782","none"
"37985792","Knowmads Business School"
"24472352","none"
"49708262","none"
"9738993","none"
"36221102","Readmore","52.3660762","4.8939006"
"36803532","none"
"4180996","none"
"59564832","The New Lemurs"
"61658742","none"
"62613662","none"
"66439272","none"
"12328701","none"
"12030231","none"
"21218561","none"
"44699772","none"
"44180222","none"
"7166291","none"
"44171752","International Society of Typographic Designers"
"11720408","none"
"16721641","none"
"29286722","How About You"
"21348161","IceMobile","52.3326217","4.889108"
"21666441","none"
"2267488","Frog","52.9648913","5.8196305"
"46047852","none"
"8394628","Waag Society","52.3730585","4.9001373"
"22080141","Dexels","52.39251","4.8984692"
"15816971","none"
"46794702","none"
"7997907","Vectrix","52.356449","4.9556889"
"40991462","Itude Mobile B.V."
"40161232","Initium","51.4251646","4.3083363"
"25108592","none"
"28419292","none"
"41709332","none"
"31029922","none"
"44182552","none"
"29509792","none"
"9827493","none"
"12536527","none"
"18328091","none"
"20321031","Rietveld Landscape","52.3862366","4.8919871"
"62573312","none"
"40888362","none"
"14231382","none"
"38827262","ICS-FORTH"
"1568334","none"
"29807002","Sterc","51.6307337","4.935302"
"13834457","none"
"13280156","none"
"14366325","none"
"25301012","Gyro","52.4004827","4.8428651"
"9705708","none"
"47616112","none"
"66683122","none"
"10794079","none"
"62575042","none"
"13711201","Mobile Nuggets"
"29237182","none"
"29508732","none"
"31230742","none"
"12217553","none"
"8739814","none"
"6871448","none"
"20713741","TrueSoftware B.V."
"42294472","none"
"27311392","none"
"13358053","Doo","51.9364378","4.4123601"
"6912777","none"
"13215303","IceMobile","52.3326217","4.889108"
"27412552","none"
"19005241","none"
"13802131","none"
"14469296","Appy Road","52.2319083","5.1648128"
"47728752","none"
"11158316","afrogleap","52.3570916","4.840391"
"64742252","none"
"45721822","none"
"27223862","none"
"11451764","none"
"14241056","Morse on Mars"
"62096862","none"
"35305142","none"
"12806564","Lifelapse | Mobypicture","52.3648616","4.9022974"
"19852301","none"
"37080002","none"
"43498452","none"
"27001132","RevSpace"
"37150022","none"
"824369","none"
"28771292","MCP COM","52.348571","4.8203017"
"7103021","Distimo","52.0925471","5.124005"
"27582312","none"
"26318212","none"
"24809732","none"
"44166252","none"
"32560182","none"
"60024702","Benhauer"
"63942162","none"
"36871532","RocknDonkeys","52.3396601","4.8443774"
"11875561","RocknDonkeys","52.3396601","4.8443774"
"11022503","none"
"31313472","Publitas.com","52.3625868","5.1830667"
"27017992","none"
"24764282","College of MultiMedia","52.3286745","4.8637586"
"47220272","none"
"3733573","none"
"27189922","none"
"13916533","none"
"31184972","StartUp Weekend","53.1984429","6.5660635"
"34911382","none"
"12585553","Hyves","52.3599731","4.8981376"
"40883492","none"
"34666442","BE-WEB","52.0727672","5.2622625"
